county_id,county,rural_urban,urban_influence,less_than_high_school,high_school,bachelors,clinton,trump,otherVotes,totalVotes,num_pov_all,percent_pov_all,num_pov_child,percent_pov_child,labor_total_2014,employed_2014,unemployed_2014,labor_total_2015,employed_2015,unemployed_2015,labor_total_2016,employed_2016,unemployed_2016,labor_total_2017,employed_2017,unemployed_2017,med_household_income_2017,medHHIncome_percent_state_2017,totalPop,white,black,native,asian,pacificIslander,otherRace,multiracial,hispanicLatino,whiteAlone,census_2009,estimate_2010,estimate_2011,estimate_2012,estimate_2013,estimate_2014,estimate_2015,prelim_estimate_2016,projection_2017,id,school_name,school_year,k12_enrollment,all_immunizations,any_exempt,medical_exempt,personal_exempt,religious_exempt,religious_mem_exempt,diphtheria_tetanus,pertussis,mmr,polio,hepatitisB,varicella,school_district,start_grade,end_grade
27,Pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027 ",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",476,GOODMAN MIDDLE SCHOOL,2015,512,478,31,1,24,6,6,22,22,15,19,20,24,PENINSULA SCHOOL DISTRICT,6,8
34,Thurston,2,2,"11,679","41,393","64,621","68,798","48,624","11,988","129,410","29,034",10.5,"7,476",12.5,"123,392","115,391","8,001","125,764","118,204","7,560","129,787","122,547","7,240",134847,128150,6697,"$71,370 ",100.6,252264,82.4,2.7,1.4,5.2,0.8,2.2,5.3,7.1,78.9,"60,978","60,038","60,621","62,009","63,408","65,288","61,676","63,286","66,725",397,GOSPEL OUTREACH,2015,50,50,0,0,0,0,0,0,0,0,0,0,0,OLYMPIA SCHOOL DISTRICT,2,12
31,Snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",1081,GRACE ACADEMY,2015,274,246,28,1,27,0,0,10,10,16,13,13,21,MARYSVILLE SCHOOL DISTRICT,-1,12
10,Ferry,9,12,725,"1,817",972,"1,098","2,202",301,"3,601","1,297",17.3,345,26.9,"2,452","2,173",279,"2,477","2,223",254,"2,491","2,237",254,2539,2259,280,"$43,665 ",61.6,7551,76.3,0.3,16.7,0.7,0.1,1.2,4.8,3.4,75,"38,284","36,712","36,921","37,548","39,596","41,343","40,340","42,330","42,157",808,GRACE CHRISTIAN ACADEMY (REPUBLIC),2015,36,32,4,0,4,0,0,4,4,4,4,4,4,REPUBLIC SCHOOL DISTRICT,0,8
27,Pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027 ",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",364,GRAHAM ELEMENTARY,2015,739,708,22,8,13,0,1,10,12,15,13,13,20,BETHEL SCHOOL DISTRICT,0,6
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",541,GRAHAM HILL ELEMENTARY SCHOOL,2015,348,300,18,12,6,2,3,11,10,10,10,11,15,SEATTLE PUBLIC SCHOOLS,-1,5
27,Pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027 ",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",753,GRAHAM KAPOWSIN HIGH SCHOOL,2015,1969,1888,59,10,40,10,1,38,32,37,31,40,0,BETHEL SCHOOL DISTRICT,10,12
24,Okanogan,6,6,"5,090","8,900","5,265","6,298","9,610","1,183","17,091","8,415",20.4,"2,707",28.6,"21,316","19,796","1,520","21,239","19,756","1,483","21,406","19,997","1,409",20930,19492,1438,"$44,819 ",63.2,41120,73.9,0.4,11.4,0.6,0.1,10.1,3.5,17.6,68.3,"35,227","34,915","35,161","35,848","36,292","35,146","41,426","41,028","40,912",772,GRAINGER ELEMENTARY,2015,478,443,26,0,26,0,0,17,17,20,18,20,22,OKANOGAN SCHOOL DISTRICT,0,5
34,Thurston,2,2,"11,679","41,393","64,621","68,798","48,624","11,988","129,410","29,034",10.5,"7,476",12.5,"123,392","115,391","8,001","125,764","118,204","7,560","129,787","122,547","7,240",134847,128150,6697,"$71,370 ",100.6,252264,82.4,2.7,1.4,5.2,0.8,2.2,5.3,7.1,78.9,"60,978","60,038","60,621","62,009","63,408","65,288","61,676","63,286","66,725",474,GRAND MOUND ELEMENTARY,2015,505,463,37,4,31,2,0,22,22,24,25,24,31,ROCHESTER SCHOOL DISTRICT,3,5
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",1025,GRAND RIDGE ELEMENTARY,2015,776,750,19,0,19,0,0,11,11,12,12,12,17,ISSAQUAH SCHOOL DISTRICT,0,5
39,Yakima,3,2,"40,106","42,280","23,796","31,291","41,735","4,724","77,750","44,726",18.1,"19,143",26.1,"119,487","109,113","10,374","121,810","111,910","9,900","125,834","116,419","9,415",126814,118212,8602,"$47,573 ",67.1,243231,63.7,1,4.3,1.1,0.1,26.1,3.7,45,47.7,"39,836","40,802","41,164","42,162","40,696","43,050","46,422","46,957","48,300",2484,GRANDVIEW ADVENTIST JUNIOR ACADEMY,2015,24,24,0,0,0,0,0,0,0,0,0,0,0,GRANDVIEW SCHOOL DISTRICT,-1,8
39,Yakima,3,2,"40,106","42,280","23,796","31,291","41,735","4,724","77,750","44,726",18.1,"19,143",26.1,"119,487","109,113","10,374","121,810","111,910","9,900","125,834","116,419","9,415",126814,118212,8602,"$47,573 ",67.1,243231,63.7,1,4.3,1.1,0.1,26.1,3.7,45,47.7,"39,836","40,802","41,164","42,162","40,696","43,050","46,422","46,957","48,300",958,GRANDVIEW HIGH SCHOOL,2015,851,708,11,11,11,0,0,11,11,11,11,11,11,GRANDVIEW SCHOOL DISTRICT,9,12
39,Yakima,3,2,"40,106","42,280","23,796","31,291","41,735","4,724","77,750","44,726",18.1,"19,143",26.1,"119,487","109,113","10,374","121,810","111,910","9,900","125,834","116,419","9,415",126814,118212,8602,"$47,573 ",67.1,243231,63.7,1,4.3,1.1,0.1,26.1,3.7,45,47.7,"39,836","40,802","41,164","42,162","40,696","43,050","46,422","46,957","48,300",696,GRANGER HIGH SCHOOL,2015,1506,1477,0,0,0,0,0,0,0,0,0,0,0,GRANGER SCHOOL DISTRICT,9,12
39,Yakima,3,2,"40,106","42,280","23,796","31,291","41,735","4,724","77,750","44,726",18.1,"19,143",26.1,"119,487","109,113","10,374","121,810","111,910","9,900","125,834","116,419","9,415",126814,118212,8602,"$47,573 ",67.1,243231,63.7,1,4.3,1.1,0.1,26.1,3.7,45,47.7,"39,836","40,802","41,164","42,162","40,696","43,050","46,422","46,957","48,300",879,GRANGER MIDDLE SCHOOL,2015,1506,1477,0,0,0,0,0,0,0,0,0,0,0,GRANGER SCHOOL DISTRICT,5,8
31,Snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",1052,GRANITE FALLS HIGH SCHOOL,2015,591,558,33,4,26,3,1,25,19,23,19,20,0,GRANITE FALLS SCHOOL DISTRICT,9,12
31,Snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",591,GRANITE FALLS MIDDLE SCHOOL,2015,407,362,25,5,18,2,0,15,14,13,13,13,15,GRANITE FALLS SCHOOL DISTRICT,6,8
32,Spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",1039,GRANT ELEMENTARY,2015,368,340,23,10,11,3,0,12,12,13,11,15,16,SPOKANE SCHOOL DISTRICT,0,6
13,Grant,5,8,"13,858","14,920","9,369","7,810","18,518","2,018","28,346","13,838",14.7,"5,656",20.3,"44,845","41,513","3,332","44,711","41,432","3,279","44,567","41,422","3,145",45310,42475,2835,"$55,807 ",78.7,89120,72.8,1.1,1.2,0.9,0.1,20.4,3.5,38.3,57.3,"41,195","42,799","42,994","45,021","46,036","50,356","50,067","52,981","51,330",1039,GRANT ELEMENTARY,2015,438,421,15,3,9,1,2,10,10,13,10,7,10,EPHRATA SCHOOL DISTRICT,0,4
27,Pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027 ",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",654,GRANT ELEMENTARY SCHOOL,2015,359,311,27,5,23,0,0,15,15,15,17,24,18,TACOMA SCHOOL DISTRICT,-1,5
9,Douglas,3,2,"4,844","7,828","4,834","4,918","9,603","1,022","15,543","5,578",13.4,"2,075",19.3,"19,328","17,954","1,374","19,776","18,503","1,273","20,536","19,136","1,400",21012,19812,1200,"$54,580 ",76.9,38431,79.6,0.3,1.1,0.7,0.1,15.6,2.6,28.7,67.8,"46,269","46,159","46,723","48,050","49,030","50,878","50,886","52,364","53,345",654,GRANT ELEMENTARY SCHOOL,2015,487,480,7,2,4,1,0,6,6,6,6,6,7,EASTMONT SCHOOL DISTRICT,0,5
16,Jefferson,6,6,"1,365","5,231","10,000","12,656","6,037","1,583","20,276","3,886",12.7,777,20.7,"11,196","10,299",897,"11,200","10,397",803,"11,507","10,703",804,12021,11285,736,"$53,364 ",75.2,29872,91,0.8,2.3,1.6,0.2,0.7,3.4,2.8,89.3,"45,225","43,814","44,348","46,651","46,957","50,161","52,887","54,864","54,786",1643,GRANT STREET ELEMENTARY,2015,356,223,36,7,24,5,0,25,25,29,29,31,29,PORT TOWNSEND SCHOOL DISTRICT,-1,8
23,Mason,4,3,"5,511","14,161","8,045","11,993","13,677","2,403","28,073","8,825",14.5,"2,738",23,"23,134","21,203","1,931","23,021","21,208","1,813","23,501","21,746","1,755",23843,22272,1571,"$55,030 ",77.6,60699,86.1,1.1,3.7,1.2,0.4,3.4,4.1,8,82.9,"47,898","47,273","47,724","48,804","47,142","52,598","53,633","55,824","54,364",515,GRAPEVIEW ELEMENTARY AND MIDDLE SCHOOL,2015,222,196,10,0,10,0,0,3,2,1,1,6,3,GRAPEVIEW SCHOOL DISTRICT,0,8
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",904,GRASS LAKE ELEMENTARY SCHOOL,2015,414,389,14,4,10,1,0,10,9,10,10,10,11,KENT SCHOOL DISTRICT,0,6
6,Clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",412,GRASS VALLEY ELEMENTARY SCHOOL,2015,537,492,44,13,32,1,0,31,28,35,33,30,36,CAMAS SCHOOL DISTRICT,0,5
27,Pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027 ",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",820,GRAY MIDDLE SCHOOL,2015,610,591,9,0,7,1,1,4,8,5,2,2,4,TACOMA SCHOOL DISTRICT,6,8
32,Spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",1038,GREAT NORTHERN ELEMENTARY,2015,45,34,7,0,7,0,0,5,5,5,6,5,7,GREAT NORTHERN SCHOOL DISTRICT,0,6
31,Snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",2485,GREATER TRINITY CHRISTIAN LEARNING ACADEMY,2015,8,8,0,0,0,0,0,0,0,0,0,0,0,MUKILTEO SCHOOL DISTRICT,-1,1
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",506,GREEN GABLES ELEMENTARY SCHOOL,2015,424,377,13,2,14,0,0,8,8,9,9,11,10,FEDERAL WAY SCHOOL DISTRICT,-1,5
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",991,GREEN LAKE ELEMENTARY SCHOOL,2015,339,279,23,8,18,1,0,7,7,11,13,18,20,SEATTLE PUBLIC SCHOOLS,-1,5
18,Kitsap,2,2,"10,099","40,078","56,652","63,156","49,018","12,143","124,317","21,357",8.3,"5,828",10.8,"113,577","106,632","6,945","115,357","108,912","6,445","118,179","111,669","6,510",121104,115166,5938,"$72,795 ",102.6,251133,82.6,2.6,1.6,4.9,0.9,1.6,5.8,6.2,79.1,"56,863","54,804","55,400","57,155","60,200","59,605","65,156","66,569","69,495",874,GREEN MOUNTAIN ELEMENTARY,2015,412,391,20,5,13,2,0,15,15,16,14,13,15,CENTRAL KITSAP SCHOOL DISTRICT,-1,6
8,Cowlitz,3,2,"8,208","22,062","11,507","17,908","24,185","3,599","45,692","17,302",16.4,"5,044",21,"43,617","40,102","3,515","44,124","40,697","3,427","44,844","41,668","3,176",46010,43224,2786,"$50,617 ",71.3,102410,88.9,0.6,1.5,1.5,0.2,3.5,3.7,7.8,85.8,"40,572","40,867","41,406","42,752","43,409","39,635","49,997","48,208","49,420",857,GREEN MOUNTAIN SCHOOL,2015,159,61,4,1,2,1,0,2,1,2,2,2,4,GREEN MOUNTAIN SCHOOL DISTRICT,0,8
32,Spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",1066,GREENACRES ELEMENTARY,2015,624,547,30,4,25,1,0,35,7,38,38,35,48,CENTRAL VALLEY SCHOOL DISTRICT,1,5
32,Spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",919,GREENACRES MIDDLE SCHOOL,2015,770,708,49,4,40,2,4,31,15,22,21,20,36,CENTRAL VALLEY SCHOOL DISTRICT,6,8
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",545,GREENWOOD ELEMENTARY SCHOOL,2015,347,282,25,10,20,0,0,9,9,11,12,16,28,SEATTLE PUBLIC SCHOOLS,-1,5
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",916,GREGORY HEIGHTS ELEMENTARY,2015,634,605,18,2,16,0,0,7,7,9,8,8,10,HIGHLINE SCHOOL DISTRICT,-1,6
5,Clallam,5,8,"4,447","15,131","13,910","17,677","18,794","2,986","39,457","12,090",16.4,"3,246",25.5,"26,738","24,493","2,245","26,809","24,621","2,188","27,313","25,259","2,054",27927,26023,1904,"$49,070 ",69.2,71404,87,0.8,5.1,1.4,0.1,1.8,3.8,5.1,84.6,"38,647","38,397","38,886","41,887","44,824","45,454","46,241","48,187","51,070",822,GREYWOLF ELEMENTARY SCHOOL,2015,496,428,40,8,29,3,0,22,22,28,25,22,32,SEQUIM SCHOOL DISTRICT,0,5
34,Thurston,2,2,"11,679","41,393","64,621","68,798","48,624","11,988","129,410","29,034",10.5,"7,476",12.5,"123,392","115,391","8,001","125,764","118,204","7,560","129,787","122,547","7,240",134847,128150,6697,"$71,370 ",100.6,252264,82.4,2.7,1.4,5.2,0.8,2.2,5.3,7.1,78.9,"60,978","60,038","60,621","62,009","63,408","65,288","61,676","63,286","66,725",530,GRIFFIN SCHOOL,2015,643,425,42,4,39,0,0,22,21,25,30,29,37,GRIFFIN SCHOOL DISTRICT,0,8
31,Snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",375,GROVE ELEMENTARY,2015,526,499,25,6,18,0,1,16,18,18,18,12,22,MARYSVILLE SCHOOL DISTRICT,0,5
38,Whitman,4,5,"1,075","4,006","11,311","8,146","7,403","1,756","17,305","9,161",21.4,"1,043",14.2,"22,153","20,998","1,155","22,754","21,641","1,113","23,110","21,965","1,145",23465,22426,1039,"$44,913 ",63.3,44776,84.6,1.7,0.7,7.8,0.2,1.4,3.6,4.6,82.1,"32,037","31,062","31,396","32,570","43,091","42,218","43,379","49,946","48,665",1002,GUARDIAN ANGEL ST. BONIFACE SCHOOL,2015,36,34,0,0,0,0,0,0,0,0,0,0,0,COLTON SCHOOL DISTRICT,0,8
34,Thurston,2,2,"11,679","41,393","64,621","68,798","48,624","11,988","129,410","29,034",10.5,"7,476",12.5,"123,392","115,391","8,001","125,764","118,204","7,560","129,787","122,547","7,240",134847,128150,6697,"$71,370 ",100.6,252264,82.4,2.7,1.4,5.2,0.8,2.2,5.3,7.1,78.9,"60,978","60,038","60,621","62,009","63,408","65,288","61,676","63,286","66,725",466,H.E.A.R.T. HIGH SCHOOL,2015,32,29,0,0,0,0,0,0,0,0,0,0,0,ROCHESTER SCHOOL DISTRICT,9,12
31,Snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",370,HALLER MIDDLE SCHOOL,2015,668,508,66,6,59,2,0,35,29,28,31,30,42,ARLINGTON SCHOOL DISTRICT,6,8
32,Spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",100,HALLETT ELEMENTARY,2015,480,437,19,10,9,0,0,9,9,10,9,10,13,MEDICAL LAKE SCHOOL DISTRICT,-1,5
32,Spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",734,HAMBLEN ELEMENTARY,2015,547,497,47,12,33,2,0,22,22,27,24,24,41,SPOKANE SCHOOL DISTRICT,0,6
5,Clallam,5,8,"4,447","15,131","13,910","17,677","18,794","2,986","39,457","12,090",16.4,"3,246",25.5,"26,738","24,493","2,245","26,809","24,621","2,188","27,313","25,259","2,054",27927,26023,1904,"$49,070 ",69.2,71404,87,0.8,5.1,1.4,0.1,1.8,3.8,5.1,84.6,"38,647","38,397","38,886","41,887","44,824","45,454","46,241","48,187","51,070",1017,HAMILTON ELEMENTARY,2015,356,272,11,4,7,0,0,5,5,5,5,4,7,PORT ANGELES SCHOOL DISTRICT,-1,6
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",775,HAMILTON INTERNATIONAL MIDDLE SCHOOL,2015,1096,860,145,60,105,2,1,43,43,51,47,76,123,SEATTLE PUBLIC SCHOOLS,6,8
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",713,HAMLIN ROBINSON SCHOOL,2015,226,219,7,4,2,1,0,2,2,2,2,5,3,SEATTLE PUBLIC SCHOOLS,1,8
3,Benton,2,2,"12,628","29,937","36,834","26,360","47,194","6,473","80,027","23,587",12,"8,662",16.5,"89,907","83,182","6,725","91,760","85,591","6,169","94,291","88,412","5,879",97430,92070,5360,"$64,717 ",91.2,175177,82.4,1.3,0.9,2.7,0.1,9,3.6,18.7,74.5,"58,496","60,070","60,608","62,739","63,710","63,157","62,071","62,282","63,053",430,HANFORD HIGH SCHOOL,2015,1853,1782,71,9,58,4,0,52,52,48,50,47,57,RICHLAND SCHOOL DISTRICT,9,12
37,Whatcom,3,2,"10,788","32,069","47,150","60,340","40,599","8,734","109,673","28,131",13,"5,603",13.1,"101,316","94,670","6,646","104,285","98,036","6,249","107,124","100,951","6,173",110074,104560,5514,"$61,026 ",86,201140,85.4,1,2.8,3.5,0.2,3.3,3.8,7.8,81.9,"49,761","49,294","49,775","51,268","50,879","53,481","54,522","55,710","57,291",423,HAPPY VALLEY ELEMENTARY SCHOOL,2015,429,367,32,8,23,1,0,12,13,18,16,30,22,BELLINGHAM SCHOOL DISTRICT,-1,5
27,Pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027 ",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",558,HARBOR CHRISTIAN SCHOOLS,2015,11,8,3,0,3,0,0,3,3,3,3,3,3,PENINSULA SCHOOL DISTRICT,-1,12
27,Pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027 ",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",438,HARBOR HEIGHTS ELEMENTARY SCHOOL,2015,558,521,33,3,27,3,0,23,23,24,25,27,27,PENINSULA SCHOOL DISTRICT,-1,5
