id,county,rural_urban,urban_influence,less_than_high_school,high_school,bachelors,clinton,trump,otherVotes,totalVotes,num_pov_all,percent_pov_all,num_pov_child,percent_pov_child,labor_total_2014,employed_2014,unemployed_2014,labor_total_2015,employed_2015,unemployed_2015,labor_total_2016,employed_2016,unemployed_2016,labor_total_2017,employed_2017,unemployed_2017,med_household_income_2017,medHHIncome_percent_state_2017,totalPop,white,black,native,asian,pacificIslander,otherRace,multiracial,hispanicLatino,whiteAlone,census_2009,estimate_2010,estimate_2011,estimate_2012,estimate_2013,estimate_2014,estimate_2015,prelim_estimate_2016,projection_2017,id.1,school_name,school_year,k12_enrollment,all_immunizations,any_exempt,medical_exempt,personal_exempt,religious_exempt,religious_mem_exempt,diphtheria_tetanus,pertussis,mmr,polio,hepatitisB,varicella,school_district,start_grade,end_grade,total_enrollment,school_american_indian_alaskan_native,school_asian,school_asian_pacific_islander,school_pacific_islander,school_black,school_hispanic,school_white,school_two_or_more_race,male,female,num_free_reduced_meals,district_number,city,zip,school_code,total_percent_absences,low_income_absence_percent
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",1784,mount view elementary,2017,693,0,0,0,0,0,0,0,0,0,0,0,0,highline school district,-1,6,674,2,100,16,116,64,408,63,21,342,332,466,17401,seattle,98146,2144,1.91%,2.19%
32,spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",1468,midway elementary,2017,616,553,45,5,36,2,3,29,29,29,29,34,37,mead school district,0,6,599,1,4,0,4,2,38,521,33,299,300,110,32354,colbert,99005,4133,0.06%,0.28%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",1762,maplewood heights elementary,2017,725,707,14,5,9,0,1,9,9,8,11,12,10,renton school district,0,5,717,1,240,3,243,23,145,239,66,378,339,229,17403,renton,98059,3586,0.41%,0.97%
13,grant,5,8,"13,858","14,920","9,369","7,810","18,518","2,018","28,346","13,838",14.7,"5,656",20.3,"44,845","41,513","3,332","44,711","41,432","3,279","44,567","41,422","3,145",45310,42475,2835,"$55,807 ",78.7,89120,72.8,1.1,1.2,0.9,0.1,20.4,3.5,38.3,57.3,"41,195","42,799","42,994","45,021","46,036","50,356","50,067","52,981","51,330",748,sage point elementary,2017,444,409,18,7,10,2,0,16,16,17,17,17,17,moses lake school district,0,5,442,1,2,0,2,2,119,308,10,223,219,153,13161,moses lake,98837,5173,0.08%,0.21%
27,pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027 ",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",1752,pioneer valley elementary,2017,462,448,8,3,3,2,0,6,6,7,7,6,7,bethel school district,0,6,455,2,13,24,37,34,65,242,75,252,203,176,27403,spanaway,98387,4381,1.44%,2.20%
31,snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",1049,kent prairie elementary,2017,617,549,54,15,35,1,4,38,38,41,40,40,43,arlington school district,0,5,621,4,4,1,5,1,70,475,66,332,289,231,31016,arlington,98223,4436,0.14%,0.29%
37,whatcom,3,2,"10,788","32,069","47,150","60,340","40,599","8,734","109,673","28,131",13,"5,603",13.1,"101,316","94,670","6,646","104,285","98,036","6,249","107,124","100,951","6,173",110074,104560,5514,"$61,026 ",86,201140,85.4,1,2.8,3.5,0.2,3.3,3.8,7.8,81.9,"49,761","49,294","49,775","51,268","50,879","53,481","54,522","55,710","57,291",1395,northern heights elementary,2017,370,355,11,1,10,0,0,8,8,8,9,9,9,bellingham school district,-1,5,376,4,32,3,35,15,53,227,42,207,169,125,37501,bellingham,98226,4571,0.07%,0.20%
31,snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",1785,mountlake terrace elementary,2017,425,378,16,4,11,0,1,11,11,10,12,10,13,edmonds school district,0,6,425,0,38,9,47,16,122,196,44,223,202,210,31015,mountlake terrace,98043,3254,1.53%,2.55%
15,island,4,3,"2,948","13,092","18,840","20,960","18,465","3,451","42,876","7,467",9.2,"1,821",12.1,"31,725","29,630","2,095","31,767","29,814","1,953","32,737","30,827","1,910",34259,32475,1784,"$63,529 ",89.6,78506,86.1,2.2,0.8,4.4,0.5,1.5,4.5,5.5,83.1,"55,016","53,754","54,206","55,091","52,014","57,919","59,961","61,691","65,671",1862,oak harbor elementary,2017,571,540,24,6,17,1,0,15,16,15,16,14,18,oak harbor school district,-1,5,568,0,34,7,41,23,115,305,84,283,285,194,15201,oak harbor,98277,2696,1.00%,1.84%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",917,muir elementary,2017,421,392,17,2,15,0,0,7,7,8,8,10,9,lake washington school district,0,5,441,2,96,0,96,6,84,214,39,210,231,159,17414,kirkland,98034,3748,0.88%,1.59%
31,snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",530,lake stevens middle,2017,622,477,38,4,32,3,0,23,20,21,19,22,27,lake stevens school district,6,7,621,0,24,3,27,9,110,421,54,326,295,190,31004,lake stevens,98258,3408,0.62%,1.28%
4,chelan,3,2,"8,678","13,920","13,296","13,032","18,114","2,234","33,380","10,059",13.3,"3,058",17,"41,171","38,639","2,532","42,636","40,246","2,390","43,289","40,840","2,449",44518,42349,2169,"$57,284 ",80.7,72453,79.3,0.3,1,0.8,0.1,15.7,2.7,25.8,70.7,"46,780","45,478","46,275","47,265","51,713","50,825","53,068","55,109","53,388",2051,john newbery elementary,2017,510,493,15,2,13,0,0,11,11,14,13,12,10,wenatchee school district,0,5,518,2,5,0,5,0,209,285,17,276,242,279,4246,wenatchee,98801,4423,0.70%,1.02%
27,pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027 ",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",1356,lake tapps elementary,2017,437,402,28,5,22,1,0,20,20,19,21,22,22,dieringer school district,1,3,438,2,25,4,29,7,43,311,46,237,201,55,27343,lake tapps,98391,3683,0.21%,0.64%
6,clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",1093,minnehaha elementary,2017,542,489,46,2,41,3,0,39,39,42,38,36,43,vancouver school district,0,5,544,1,14,15,29,14,116,348,36,269,275,323,6037,vancouver,98663,2723,0.27%,0.35%
1,adams,6,5,"3,675","2,749","1,436","1,299","3,083",262,"4,644","3,040",15.8,"1,406",20.5,"8,552","7,941",611,"8,618","8,018",600,"8,714","8,158",556,8918,8404,514,"$48,056 ",67.7,18728,62.5,0.6,1.9,0.7,0,31.5,2.8,59.3,38.8,"41,102","40,656","41,068","42,354","43,541","45,712","47,646","49,501","50,089",919,ritzville grade,2017,169,157,11,0,11,0,0,5,5,5,6,4,9,ritzville school district,0,5,174,1,4,0,4,2,25,140,2,106,68,93,1160,ritzville,99169,2719,0.20%,0.39%
6,clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",341,sacajawea elementary,2017,411,373,22,6,14,2,0,12,12,16,14,13,19,vancouver school district,0,5,412,0,5,2,7,9,96,256,44,229,183,221,6037,vancouver,98685,4034,0.39%,0.61%
22,lincoln,8,7,671,"2,249","1,721","1,244","4,108",361,"5,713","1,322",12.6,389,17,"5,037","4,747",290,"4,877","4,590",287,"4,891","4,621",270,4955,4710,245,"$53,504 ",75.4,10570,95,0.3,1.6,0.4,0,0.5,2.2,2.3,93.6,"44,126","43,632","43,936","45,690","46,956","48,976","49,276","51,019","55,234",176,reardan elementary,2017,262,183,23,5,9,9,1,16,15,17,15,16,20,reardan-edwall school district,0,6,247,13,0,0,0,0,10,208,16,125,122,98,22009,reardan,99029,2864,0.05%,0.08%
34,thurston,2,2,"11,679","41,393","64,621","68,798","48,624","11,988","129,410","29,034",10.5,"7,476",12.5,"123,392","115,391","8,001","125,764","118,204","7,560","129,787","122,547","7,240",134847,128150,6697,"$71,370 ",100.6,252264,82.4,2.7,1.4,5.2,0.8,2.2,5.3,7.1,78.9,"60,978","60,038","60,621","62,009","63,408","65,288","61,676","63,286","66,725",265,lackamas elementary,2017,328,292,13,5,7,2,0,10,11,9,10,7,11,yelm school district,0,6,326,6,2,0,2,8,33,239,38,181,145,147,34002,yelm,98597,5018,0.58%,0.78%
27,pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027 ",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",1817,kapowsin elementary,2017,423,393,29,9,16,1,3,21,21,22,23,21,26,bethel school district,0,6,407,3,2,3,5,3,29,320,47,228,179,171,27403,graham,98338,2748,0.15%,0.29%
18,kitsap,2,2,"10,099","40,078","56,652","63,156","49,018","12,143","124,317","21,357",8.3,"5,828",10.8,"113,577","106,632","6,945","115,357","108,912","6,445","118,179","111,669","6,510",121104,115166,5938,"$72,795 ",102.6,251133,82.6,2.6,1.6,4.9,0.9,1.6,5.8,6.2,79.1,"56,863","54,804","55,400","57,155","60,200","59,605","65,156","66,569","69,495",1268,sakai intermediate,2017,547,501,45,4,40,1,0,29,30,7,8,17,12,bainbridge island school district,5,6,549,3,22,0,22,4,44,427,49,295,254,41,18303,bainbridge island,98110,4542,0.02%,0.11%
39,yakima,3,2,"40,106","42,280","23,796","31,291","41,735","4,724","77,750","44,726",18.1,"19,143",26.1,"119,487","109,113","10,374","121,810","111,910","9,900","125,834","116,419","9,415",126814,118212,8602,"$47,573 ",67.1,243231,63.7,1,4.3,1.1,0.1,26.1,3.7,45,47.7,"39,836","40,802","41,164","42,162","40,696","43,050","46,422","46,957","48,300",2040,kirkwood elementary,2017,668,665,1,0,1,0,0,1,1,1,1,0,1,toppenish school district,0,5,658,138,3,0,3,1,499,10,7,336,322,582,39202,toppenish,98948,4106,1.34%,1.51%
6,clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",848,prune hill elem,2017,518,459,59,8,48,3,0,37,36,41,41,43,45,camas school district,0,5,517,2,65,2,67,1,50,345,52,250,267,58,6117,camas,98607,4563,0.05%,0.39%
11,franklin,2,2,"13,173","13,548","8,329","8,886","13,206","1,628","23,720","11,904",13.4,"5,376",18.2,"38,056","34,886","3,170","38,981","36,002","2,979","39,844","36,916","2,928",40873,38294,2579,"$61,285 ",86.4,78163,60.5,1.9,0.7,1.8,0.1,31.8,3.2,51.2,43.2,"48,754","53,355","53,644","56,221","56,105","58,538","57,664","58,854","57,535",1274,mcloughlin middle,2017,1234,1199,35,1,33,1,0,20,15,20,20,18,25,pasco school district,6,8,1243,3,30,5,35,22,610,502,71,608,635,653,11001,pasco,99301,2267,0.52%,0.73%
37,whatcom,3,2,"10,788","32,069","47,150","60,340","40,599","8,734","109,673","28,131",13,"5,603",13.1,"101,316","94,670","6,646","104,285","98,036","6,249","107,124","100,951","6,173",110074,104560,5514,"$61,026 ",86,201140,85.4,1,2.8,3.5,0.2,3.3,3.8,7.8,81.9,"49,761","49,294","49,775","51,268","50,879","53,481","54,522","55,710","57,291",311,lowell elementary,2017,304,268,24,7,19,0,0,13,14,13,14,18,18,bellingham school district,-1,5,305,2,14,0,14,7,22,246,14,158,147,68,37501,bellingham,98225,2225,0.01%,0.07%
6,clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",477,orchards elementary,2017,555,417,32,2,28,1,1,27,26,29,28,26,30,evergreen school district (clark),0,5,544,4,14,13,27,9,158,297,49,285,259,403,6114,vancouver,98662,2912,0.86%,0.92%
6,clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",1253,salmon creek elementary,2017,510,480,29,4,25,0,1,17,15,17,17,20,15,vancouver school district,0,5,509,2,23,0,23,10,57,379,38,254,255,149,6037,vancouver,98685,2964,0.21%,0.58%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",1860,meeker middle,2017,608,568,20,4,14,3,0,11,10,5,5,8,10,kent school district,7,8,608,0,172,16,188,89,139,146,46,325,283,389,17415,renton,98058,3764,1.97%,2.84%
21,lewis,4,3,"6,686","16,428","8,204","9,654","21,992","2,503","34,149","11,610",15,"3,512",21.4,"30,544","27,780","2,764","31,232","28,588","2,644","31,915","29,452","2,463",33151,30948,2203,"$50,086 ",70.6,75455,89.7,0.5,1.4,0.9,0.2,4,3.2,8.7,86,"38,701","37,947","38,325","41,208","39,609","42,406","47,143","47,893","47,398",1489,olympic elementary,2017,387,367,12,2,10,0,0,8,8,10,8,7,12,chehalis school district,4,5,387,0,3,0,3,1,84,280,19,215,172,216,21302,longview,98632,2726,1.44%,1.68%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",806,park orchard elementary,2017,522,487,6,1,5,0,0,4,4,5,6,4,5,kent school district,0,6,533,4,99,11,110,74,204,85,56,290,243,338,17415,kent,98031,3491,1.40%,1.88%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",1103,lake view elementary,2017,434,397,27,10,16,1,0,14,14,15,19,17,20,auburn school district,-1,5,423,2,10,1,11,5,69,295,41,225,198,160,17408,auburn,98092,4120,0.12%,0.30%
27,pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027 ",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",1926,nelson elementary,2017,544,521,20,7,12,2,0,10,11,10,12,11,17,bethel school district,0,6,544,3,7,10,17,17,95,350,62,269,275,213,27403,graham,98338,5160,0.92%,1.33%
25,pacific,7,9,"2,015","4,947","2,743","4,620","5,360",736,"10,716","3,612",16.9,857,25.2,"7,857","7,081",776,"8,101","7,368",733,"8,289","7,629",660,8410,7818,592,"$45,526 ",64.2,20920,87.4,0.4,2.3,2,0.1,4.4,3.4,8,84.6,"37,898","36,914","37,420","38,018","35,934","40,449","40,677","42,118","44,250",1848,ocean park elementary,2017,175,160,12,2,10,0,0,8,8,9,8,7,12,ocean beach school district,0,6,176,0,0,0,0,1,48,114,13,92,84,126,25101,ocean park,98640,4039,0.00%,0.00%
32,spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",575,lidgerwood elementary,2017,440,418,21,8,12,2,0,16,16,13,14,12,15,spokane school district,0,6,442,7,13,21,34,12,58,244,87,225,217,377,32081,spokane,99208,2952,0.56%,0.63%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",923,meredith hill elementary,2017,464,432,32,7,22,3,0,29,29,30,27,28,30,federal way school district,-1,5,492,1,79,11,90,34,121,198,48,270,222,220,17210,auburn,98001,4480,0.45%,0.88%
32,spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",1716,mountainside middle,2017,789,720,53,4,47,2,2,24,24,22,17,20,43,mead school district,7,8,785,6,11,25,36,12,48,641,42,397,388,241,32354,colbert,99005,3191,0.00%,0.00%
3,benton,2,2,"12,628","29,937","36,834","26,360","47,194","6,473","80,027","23,587",12,"8,662",16.5,"89,907","83,182","6,725","91,760","85,591","6,169","94,291","88,412","5,879",97430,92070,5360,"$64,717 ",91.2,175177,82.4,1.3,0.9,2.7,0.1,9,3.6,18.7,74.5,"58,496","60,070","60,608","62,739","63,710","63,157","62,071","62,282","63,053",2108,keene-riverview elementary,2017,465,450,12,3,8,0,1,10,10,10,12,8,11,prosser school district,-1,2,500,3,9,0,9,6,311,159,12,280,220,356,3116,prosser,99350,2195,1.14%,1.33%
15,island,4,3,"2,948","13,092","18,840","20,960","18,465","3,451","42,876","7,467",9.2,"1,821",12.1,"31,725","29,630","2,095","31,767","29,814","1,953","32,737","30,827","1,910",34259,32475,1784,"$63,529 ",89.6,78506,86.1,2.2,0.8,4.4,0.5,1.5,4.5,5.5,83.1,"55,016","53,754","54,206","55,091","52,014","57,919","59,961","61,691","65,671",1730,olympic view elem,2017,534,516,17,8,9,0,0,13,13,12,14,13,13,oak harbor school district,0,5,533,1,26,6,32,36,127,257,80,284,249,287,15201,oak harbor,98277,3566,0.45%,0.67%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",831,lakota middle,2017,760,518,35,7,25,21,0,27,27,18,16,12,21,federal way school district,6,8,761,2,82,44,126,88,195,249,101,397,364,399,17210,federal way,98023,3381,1.28%,2.10%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",1353,kilo middle,2017,564,495,23,3,16,4,0,18,18,12,15,11,14,federal way school district,6,8,566,2,56,12,68,35,211,185,65,278,288,371,17210,auburn,98001,3701,1.53%,2.05%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",1321,ridgewood elementary,2017,487,458,14,5,10,0,0,9,9,8,9,10,10,kent school district,0,6,495,1,123,4,127,31,58,208,70,270,225,80,17415,renton,98058,4293,0.08%,0.26%
29,skagit,3,2,"9,031","22,414","21,670","26,690","24,736","4,542","55,968","14,061",11.3,"4,255",15.8,"56,490","52,399","4,091","56,713","52,843","3,870","57,965","54,231","3,734",59436,56167,3269,"$65,505 ",92.3,116901,83.4,0.7,2.2,1.8,0.2,8.7,3.2,16.9,76.7,"55,572","54,426","55,085","56,443","56,058","54,852","56,322","55,524","58,990",120,madison elementary,2017,528,495,31,10,22,1,0,19,19,22,20,26,23,mount vernon school district,0,6,524,0,1,1,2,8,372,136,6,267,257,327,29320,mount vernon,98273,3001,1.37%,1.71%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",455,kirkland middle,2017,589,504,51,8,44,0,0,24,22,31,25,26,36,lake washington school district,6,8,587,3,63,3,66,10,42,425,41,309,278,65,17414,kirkland,98033,2308,0.31%,1.07%
33,stevens,2,2,"3,295","10,412","5,805","5,767","15,161","1,749","22,677","6,589",14.8,"2,258",23.6,"17,400","15,781","1,619","17,451","15,886","1,565","17,882","16,428","1,454",18284,16956,1328,"$52,136 ",73.5,43531,89.4,0.3,5.5,0.5,0.2,0.7,3.3,2.7,87.9,"41,619","40,008","40,282","41,643","45,528","45,683","42,417","44,467","53,245",2354,onion creek elementary,2017,41,28,6,2,4,0,0,2,2,4,3,4,5,onion creek school district,-1,8,40,0,0,0,0,0,2,33,5,23,17,33,33030,colville,99114,2049,1.61%,1.73%
27,pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027 ",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",1420,ridgecrest elementary,2017,549,509,32,5,24,1,3,21,15,22,23,20,26,puyallup school district,0,6,552,9,14,7,21,15,81,376,50,288,264,207,27003,puyallup,98374,4121,0.77%,1.37%
6,clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",349,marrion elementary,2017,554,408,12,2,8,1,1,8,8,8,10,11,9,evergreen school district (clark),0,5,545,1,5,8,13,8,217,255,51,278,267,390,6114,vancouver,98664,3618,0.50%,0.63%
4,chelan,3,2,"8,678","13,920","13,296","13,032","18,114","2,234","33,380","10,059",13.3,"3,058",17,"41,171","38,639","2,532","42,636","40,246","2,390","43,289","40,840","2,449",44518,42349,2169,"$57,284 ",80.7,72453,79.3,0.3,1,0.8,0.1,15.7,2.7,25.8,70.7,"46,780","45,478","46,275","47,265","51,713","50,825","53,068","55,109","53,388",2355,manson middle,2017,154,137,6,3,3,0,0,1,0,2,1,1,5,manson school district,6,8,156,2,2,0,2,2,97,52,1,79,77,107,4019,manson,98831,5286,0.68%,0.85%
