District Code,District,School Code,School,Days In Year,Grade 1-8 Students,American Indian,Asian,Pacific Islander,Black,Hispanic,White,Two or More Races,Special Education,Bilingual,Low Income,Grade Span,Confirmed Reported Grade 1-8 Data
20203,Bickleton,3392,Bickleton Elementary & High Schl,144,0.61%,0.00%,0.00%,0.00%,0.00%,0.85%,0.46%,0.00%,0.20%,0.00%,0.39%,K-12,Yes
20404,Goldendale,3393,Goldendale Middle School,170,0.05%,0.11%,0.00%,0.00%,0.00%,0.12%,0.04%,0.00%,0.15%,0.39%,0.09%,8-May,Yes
20405,White Salmon Valley,3394,Wayne M Henkle Middle School,162,0.81%,0.00%,0.00%,0.00%,0.00%,0.99%,0.73%,0.00%,1.62%,1.03%,1.23%,8-Jul,Yes
27010,Tacoma,3397,Bryant,163,3.16%,5.14%,1.32%,5.60%,4.78%,4.41%,2.66%,2.59%,4.43%,10.52%,5.01%,PK-8,Yes
27320,Sumner,3399,Eismann Elementary,165,0.15%,0.15%,0.18%,0.00%,0.00%,0.10%,0.15%,0.15%,0.18%,0.17%,0.45%,PK-5,Yes
27402,Franklin Pierce,3401,Perry G Keithley Middle School,165,2.99%,6.23%,0.94%,3.76%,3.85%,2.68%,2.97%,2.73%,4.73%,3.89%,3.27%,8-Jun,Yes
29101,Sedro-Woolley,3402,Samish Elementary School,168,0.27%,0.00%,0.00%,0.00%,0.00%,0.63%,0.23%,0.15%,0.43%,0.26%,0.45%,K-6,Yes
29101,Sedro-Woolley,3403,Clear Lake Elementary School,168,0.05%,0.00%,0.00%,0.00%,0.00%,0.19%,0.04%,0.00%,0.10%,0.17%,0.09%,K-6,Yes
30002,Skamania,3405,Skamania Elementary,164,1.17%,0.00%,0.00%,0.00%,0.00%,0.30%,1.21%,1.52%,2.92%,0.00%,1.67%,K-8,Yes
30031,Mill A,3406,Mill A Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-8,No
31004,Lake Stevens,3408,Lake Stevens Middle School,166,0.62%,0.00%,0.24%,0.00%,0.30%,0.79%,0.61%,0.55%,1.38%,1.07%,1.28%,7-Jun,Yes
