District Code,District,School Code,School,Days In Year,Grade 1-8 Students,American Indian,Asian,Pacific Islander,Black,Hispanic,White,Two or More Races,Special Education,Bilingual,Low Income,Grade Span,Confirmed Reported Grade 1-8 Data
27003,Puyallup,3572,Mt View Elementary,163,0.59%,4.70%,0.12%,1.38%,0.61%,0.81%,0.50%,0.40%,0.51%,1.44%,0.99%,K-6,Yes
32356,Central Valley,3573,Greenacres Middle School,167,0.12%,0.00%,0.00%,0.30%,2.17%,0.02%,0.11%,0.09%,0.80%,0.00%,0.39%,8-Jun,Yes
36402,Prescott,3574,Prescott Elementary School,169,0.20%,0.00%,0.00%,0.00%,0.00%,0.24%,0.05%,0.00%,0.33%,0.28%,0.22%,K-6,Yes
36402,Prescott,3575,Prescott Jr Sr High,169,0.40%,0.00%,0.00%,0.00%,0.00%,0.42%,0.30%,0.00%,0.10%,0.77%,0.40%,12-Jul,Yes
8458,Kelso,3578,Beacon Hill Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
17001,Seattle,3581,Wing Luke Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
17210,Federal Way,3582,Valhalla Elementary School,159,0.30%,0.63%,0.21%,0.43%,0.24%,0.36%,0.23%,0.24%,0.29%,0.25%,0.38%,PK-5,Yes
17210,Federal Way,3583,Wildwood Elementary School,159,0.05%,0.00%,0.03%,0.02%,0.02%,0.02%,0.23%,0.06%,0.28%,0.02%,0.05%,PK-5,Yes
17216,Enumclaw,3585,Westwood Elementary School,164,0.15%,0.00%,0.61%,0.00%,0.00%,0.32%,0.12%,0.04%,0.23%,0.36%,0.27%,PK-5,Yes
17403,Renton,3586,Maplewood Heights Elementary School,164,0.41%,4.88%,0.15%,1.63%,0.72%,0.86%,0.37%,0.35%,0.80%,0.74%,0.97%,K-5,Yes
17403,Renton,3587,Benson Hill Elementary School,164,0.82%,1.02%,0.53%,2.00%,1.13%,1.22%,0.87%,0.61%,0.98%,1.00%,1.34%,K-5,Yes
17409,Tahoma,3589,Shadow Lake Elementary,170,0.04%,0.00%,0.00%,0.00%,0.20%,0.01%,0.05%,0.01%,0.04%,0.00%,0.14%,PK-5,Yes
17414,Lake Washington,3590,Finn Hill Middle School,163,0.10%,0.00%,0.06%,0.00%,1.23%,0.10%,0.07%,0.02%,0.27%,0.32%,0.30%,8-Jun,Yes
17414,Lake Washington,3591,Franklin Elementary,163,0.44%,0.00%,0.48%,0.00%,2.25%,0.82%,0.30%,0.61%,0.53%,0.33%,1.57%,K-5,Yes
17414,Lake Washington,3592,Bell Elementary,163,0.69%,0.00%,0.27%,0.00%,3.86%,1.15%,0.44%,0.46%,0.64%,0.90%,1.37%,PK-5,Yes
17415,Kent,3593,Pine Tree Elementary School,161,0.91%,0.00%,0.15%,1.96%,0.97%,1.11%,0.85%,1.02%,1.21%,1.06%,1.26%,PK-6,Yes
18401,Central Kitsap,3594,John D. ñBudî Hawk Elementary at Jackson Park,167,0.03%,0.00%,0.09%,0.00%,0.02%,0.03%,0.03%,0.03%,0.04%,0.07%,0.03%,K-5,Yes
19401,Ellensburg,3596,Mt. Stuart Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
21926,Centralia College,3598,Garrett Heyns High School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12-Aug,No
25155,Naselle-Grays River Valley,3599,Naselle Youth Camp School,172,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12-Jul,Yes
27083,University Place,3601,Sunset Primary,165,0.68%,1.82%,0.25%,1.21%,1.23%,0.74%,0.60%,0.68%,1.20%,0.50%,0.93%,K-4,Yes
27400,Clover Park,3602,Lochburn Middle School,170,0.59%,0.39%,0.40%,0.01%,1.42%,0.69%,0.14%,0.29%,0.54%,1.55%,0.67%,8-Jun,Yes
29100,Burlington-Edison,3603,Allen Elementary,169,0.10%,0.00%,0.00%,0.00%,0.00%,0.02%,0.25%,0.12%,0.04%,0.01%,0.13%,K-8,Yes
31015,Edmonds,3605,Sherwood Elementary,162,0.38%,0.82%,0.21%,0.00%,1.62%,0.54%,0.23%,0.28%,0.52%,0.24%,1.04%,K-6,Yes
31015,Edmonds,3606,Edmonds Elementary,162,0.39%,1.03%,0.05%,0.00%,0.09%,0.17%,0.38%,0.72%,0.99%,0.54%,1.34%,K-6,Yes
31015,Edmonds,3607,Hazelwood Elementary,162,0.13%,2.26%,0.00%,0.00%,0.06%,0.04%,0.20%,0.16%,0.61%,0.04%,0.13%,K-6,Yes
31015,Edmonds,3608,Oak Heights Elementary,162,0.30%,0.00%,0.22%,0.00%,0.13%,0.34%,0.36%,0.21%,0.32%,0.21%,0.58%,K-6,Yes
31330,Darrington,3609,Darrington Elementary School,170,0.86%,0.34%,0.00%,0.00%,0.00%,0.48%,0.85%,1.54%,1.54%,0.00%,1.32%,PK-8,Yes
34003,North Thurston,3611,Nisqually Middle School,163,0.84%,2.13%,0.38%,0.83%,1.38%,0.88%,0.79%,0.80%,1.49%,1.84%,1.41%,8-Jun,Yes
34033,Tumwater,3612,Tumwater Middle School,165,0.69%,0.61%,0.34%,1.30%,0.55%,1.02%,0.68%,0.48%,1.96%,1.26%,1.41%,8-Jul,Yes
36400,Columbia (Walla Walla),3613,Columbia Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
38267,Pullman,3614,Sunnyside Elementary,168,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.03%,PK-5,Yes
39007,Yakima,3615,Lewis & Clark Middle School,168,3.92%,4.63%,1.39%,0.00%,6.10%,3.55%,5.68%,11.31%,5.00%,4.47%,4.51%,8-Jun,Yes
2250,Clarkston,3616,Special Services,171,0.97%,0.00%,0.00%,0.00%,0.00%,0.00%,1.30%,0.00%,2.92%,0.00%,2.92%,PK-12,Yes
6114,Evergreen (Clark),3618,Marrion Elementary School,163,0.50%,0.00%,0.12%,0.37%,1.35%,0.44%,0.55%,0.32%,0.84%,0.41%,0.63%,PK-5,Yes
13160,Royal,3620,Royal Middle School,170,0.61%,0.00%,0.00%,0.00%,0.00%,0.74%,0.16%,0.00%,0.73%,0.99%,0.70%,8-Jul,Yes
14028,Hoquiam,3621,Lincoln Elementary,168,1.27%,1.49%,0.00%,0.00%,1.49%,1.76%,1.13%,0.97%,1.77%,2.14%,1.62%,PK-3,Yes
17210,Federal Way,3625,Nautilus K-8 School,159,1.08%,5.66%,0.12%,4.01%,1.42%,1.31%,0.38%,0.91%,1.37%,1.54%,1.71%,K-8,Yes
17210,Federal Way,3626,Sacajawea Middle School,159,3.02%,1.89%,0.72%,5.56%,2.92%,3.65%,2.28%,3.43%,4.08%,3.82%,4.36%,8-Jun,Yes
17210,Federal Way,3627,Mark Twain Elementary School,159,0.09%,0.00%,0.00%,0.21%,0.05%,0.10%,0.10%,0.06%,0.01%,0.04%,0.10%,PK-5,Yes
17210,Federal Way,3628,Twin Lakes Elementary School,159,0.09%,0.00%,0.04%,0.28%,0.00%,0.19%,0.04%,0.05%,0.41%,0.06%,0.12%,PK-5,Yes
17405,Bellevue,3631,Odle Middle School,161,0.47%,31.68%,0.12%,0.00%,1.14%,0.82%,0.82%,0.83%,2.48%,0.48%,1.64%,8-Jun,Yes
17405,Bellevue,3633,Ardmore Elementary School,161,0.57%,0.00%,0.55%,0.62%,1.24%,0.72%,0.37%,0.24%,0.74%,0.77%,0.79%,PK-5,Yes
17405,Bellevue,3634,Spiritridge Elementary School,161,0.42%,0.00%,0.50%,0.00%,0.28%,0.51%,0.31%,0.27%,0.51%,1.31%,0.65%,K-5,Yes
17406,Tukwila,3635,Thorndyke Elementary,165,0.81%,0.78%,0.24%,0.91%,0.97%,0.98%,0.38%,1.24%,1.87%,0.77%,0.98%,PK-5,Yes
17411,Issaquah,3636,Maywood Middle School,166,0.38%,0.60%,0.09%,0.00%,1.17%,0.94%,0.32%,0.75%,0.86%,0.85%,1.65%,8-Jun,Yes
17411,Issaquah,3637,Maple Hills Elementary,166,0.34%,0.60%,0.20%,0.00%,2.88%,0.34%,0.27%,0.23%,0.63%,0.45%,1.33%,K-5,Yes
18100,Bremerton,3641,Armin Jahr Elementary,166,0.24%,0.00%,0.00%,3.15%,0.00%,0.19%,0.27%,0.00%,0.39%,0.00%,0.32%,K-5,Yes
20406,Lyle,3643,Lyle Middle School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8-Jun,No
27010,Tacoma,3646,Boze,163,0.03%,0.00%,0.05%,0.00%,0.05%,0.03%,0.01%,0.00%,0.00%,0.03%,0.04%,PK-5,Yes
27403,Bethel,3649,Chester H Thompson Elementary,168,0.93%,1.79%,0.45%,1.29%,0.75%,0.96%,0.87%,0.91%,1.30%,0.83%,1.08%,K-5,Yes
31015,Edmonds,3650,Brier Terrace Middle School,162,0.88%,0.21%,0.29%,1.10%,0.59%,0.95%,1.16%,0.51%,2.11%,1.27%,1.62%,8-Jul,Yes
31025,Marysville,3651,Pinewood Elementary,166,0.17%,0.23%,0.00%,0.00%,0.00%,0.20%,0.13%,0.39%,0.14%,0.14%,0.35%,K-5,Yes
34003,North Thurston,3653,Lacey Elementary,163,0.98%,1.94%,0.90%,2.23%,1.36%,1.04%,0.78%,1.12%,1.43%,0.78%,1.34%,K-5,Yes
8122,Longview,3658,Mint Valley Elementary,163,1.26%,1.64%,0.00%,0.00%,1.53%,1.26%,1.04%,3.34%,1.91%,1.84%,1.53%,K-5,Yes
9206,Eastmont,3659,Cascade Elementary,170,0.03%,0.00%,0.00%,0.00%,0.00%,0.04%,0.02%,0.00%,0.00%,0.04%,0.06%,K-4,Yes
14066,Montesano,3661,Beacon Avenue Elementary School,168,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.18%,0.00%,0.10%,2-Jan,Yes
15204,Coupeville,3664,Coupeville Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-5,No
17001,Seattle,3665,Sanislo Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
17402,Vashon Island,3667,McMurray Middle School,163,0.28%,0.00%,0.18%,0.00%,0.20%,0.29%,0.29%,0.18%,0.57%,0.47%,0.71%,8-Jun,Yes
17403,Renton,3668,Sierra Heights Elementary School,164,0.30%,0.00%,0.02%,0.00%,1.39%,0.40%,0.07%,0.80%,0.93%,0.16%,0.58%,K-5,Yes
17408,Auburn,3669,Gildo Rey Elementary School,161,0.35%,1.24%,0.05%,0.80%,0.62%,0.30%,0.24%,0.55%,0.05%,0.47%,0.43%,PK-5,Yes
17411,Issaquah,3673,Issaquah Valley Elementary,166,0.55%,0.00%,0.11%,0.00%,0.99%,1.81%,0.30%,0.15%,0.69%,1.42%,2.04%,K-5,Yes
17412,Shoreline,3674,Albert Einstein Middle School,158,0.49%,0.18%,0.07%,0.18%,0.58%,1.07%,0.38%,1.04%,0.70%,1.20%,1.26%,8-Jul,Yes
17414,Lake Washington,3675,Frost Elementary,164,0.79%,0.91%,1.14%,0.00%,0.91%,1.39%,0.41%,0.63%,1.36%,1.44%,1.41%,K-5,Yes
17415,Kent,3676,Cedar Valley Elementary School,161,0.73%,0.50%,0.16%,0.00%,1.02%,1.20%,0.36%,0.93%,0.49%,0.53%,1.13%,PK-6,Yes
17415,Kent,3677,Springbrook Elementary School,161,1.10%,1.86%,0.46%,1.31%,1.01%,1.49%,1.07%,0.60%,1.77%,1.02%,1.39%,PK-6,Yes
17415,Kent,3678,Fairwood Elementary School,161,0.09%,0.00%,0.00%,0.00%,0.17%,0.20%,0.07%,0.07%,0.39%,0.00%,0.13%,PK-6,Yes
17417,Northshore,3679,Shelton View Elementary,162,0.16%,0.00%,0.08%,0.41%,0.25%,0.30%,0.19%,0.12%,0.38%,0.36%,0.63%,PK-6,Yes
18402,South Kitsap,3680,Cedar Heights Middle School,165,0.19%,0.06%,0.00%,1.39%,0.82%,0.01%,0.17%,0.16%,0.29%,0.00%,0.34%,8-Jun,Yes
27343,Dieringer,3683,Lake Tapps Elementary,161,0.21%,0.31%,0.00%,0.00%,0.18%,0.20%,0.25%,0.08%,0.27%,0.19%,0.64%,3-Jan,Yes
27401,Peninsula,3685,Purdy Elementary School,166,0.05%,0.00%,0.00%,0.00%,0.00%,0.02%,0.06%,0.03%,0.01%,0.06%,0.17%,PK-5,Yes
31002,Everett,3686,Monroe Elementary,164,0.78%,13.41%,0.12%,1.68%,1.08%,0.66%,0.67%,1.86%,0.95%,0.48%,1.44%,PK-5,Yes
31006,Mukilteo,3687,Serene Lake Elementary,160,0.57%,0.00%,0.18%,0.63%,0.88%,0.88%,0.38%,1.05%,1.23%,0.38%,1.02%,K-5,Yes
31015,Edmonds,3689,Hilltop Elementary,162,0.49%,0.00%,0.23%,0.00%,0.57%,0.87%,0.48%,0.53%,0.75%,0.75%,1.09%,K-6,Yes
31015,Edmonds,3691,College Place Elementary,162,1.15%,0.86%,0.30%,2.47%,1.27%,1.27%,1.16%,1.04%,1.26%,1.12%,1.43%,K-6,Yes
32354,Mead,3693,Brentwood Elementary School,170,0.09%,0.00%,0.00%,0.00%,0.23%,0.57%,0.04%,0.19%,0.17%,0.06%,0.21%,K-6,Yes
34111,Olympia,3696,Reeves Middle School,163,1.05%,0.00%,0.74%,0.00%,1.23%,1.23%,1.05%,0.93%,1.13%,1.75%,1.95%,8-Jun,Yes
34111,Olympia,3697,Pioneer Elementary School,163,0.01%,0.00%,0.00%,1.23%,0.12%,0.02%,0.01%,0.00%,0.03%,0.00%,0.06%,PK-5,Yes
39208,West Valley (Yakima),3699,Apple Valley Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-4,No
17210,Federal Way,3700,Brigadoon Elementary School,159,0.13%,0.00%,0.07%,0.00%,0.17%,0.02%,0.00%,0.60%,0.11%,0.00%,0.24%,PK-5,Yes
17210,Federal Way,3701,Kilo Middle School,159,1.53%,0.00%,0.92%,3.30%,1.06%,1.80%,1.45%,1.36%,2.27%,3.10%,2.05%,8-Jun,Yes
17403,Renton,3702,Tiffany Park Elementary School,164,0.88%,0.00%,0.41%,0.00%,2.19%,0.72%,0.56%,0.88%,1.49%,0.83%,1.23%,K-5,Yes
17414,Lake Washington,3703,Rush Elementary,164,0.22%,0.00%,0.24%,0.61%,0.54%,0.26%,0.17%,0.25%,0.31%,0.28%,0.56%,PK-5,Yes
17414,Lake Washington,3704,Keller Elementary,163,0.13%,0.00%,0.15%,0.00%,0.25%,0.00%,0.15%,0.11%,0.24%,0.17%,0.34%,K-5,Yes
17405,Bellevue,3705,Bennett Elementary School,161,0.24%,0.00%,0.25%,0.00%,0.11%,0.74%,0.19%,0.22%,0.31%,0.19%,0.47%,PK-5,Yes
17414,Lake Washington,3706,Rose Hill Middle School,163,0.65%,0.00%,0.27%,0.61%,1.90%,1.47%,0.52%,0.51%,1.23%,1.43%,2.18%,8-Jun,Yes
17415,Kent,3707,Soos Creek Elementary School,161,0.58%,0.00%,0.30%,1.24%,0.87%,1.14%,0.41%,0.29%,1.08%,1.07%,0.92%,PK-6,Yes
17415,Kent,3708,Grass Lake Elementary School,161,0.36%,0.00%,0.21%,0.00%,0.11%,0.80%,0.25%,0.55%,0.92%,0.82%,0.84%,K-6,Yes
34003,North Thurston,3709,Olympic View Elementary,163,0.51%,0.61%,0.31%,0.48%,0.26%,0.63%,0.41%,0.82%,0.88%,0.30%,0.82%,K-5,Yes
34111,Olympia,3711,Washington Middle School,163,0.37%,0.46%,0.14%,2.76%,1.06%,1.08%,0.31%,0.19%,0.49%,0.33%,1.16%,8-Jun,Yes
17001,Seattle,3714,Lowell Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-5,No
17001,Seattle,3717,B F Day Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
32081,Spokane,3718,Longfellow Elementary,168,1.00%,1.79%,0.00%,0.30%,0.69%,2.58%,0.61%,1.43%,0.66%,0.83%,1.19%,PK-6,Yes
32081,Spokane,3719,Logan Elementary,168,0.31%,0.77%,0.00%,0.99%,0.06%,0.38%,0.09%,0.88%,0.20%,0.40%,0.34%,PK-6,Yes
32123,Orchard Prairie,3723,Orchard Prairie Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-7,No
28010,Shaw Island,3725,Shaw Island Elementary School,167,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-8,Yes
32081,Spokane,3727,Garfield Elementary,168,1.59%,6.85%,0.60%,8.18%,2.74%,1.01%,1.10%,3.23%,1.65%,2.84%,2.06%,PK-6,Yes
36140,Walla Walla,3728,Sharpstein Elementary School,170,0.32%,0.00%,0.00%,0.00%,0.59%,0.36%,0.31%,0.22%,0.75%,0.25%,0.41%,K-5,Yes
32081,Spokane,3729,Grant Elementary,168,1.55%,8.18%,0.00%,0.10%,0.81%,0.97%,1.74%,1.91%,1.89%,0.37%,1.63%,PK-6,Yes
1147,Othello,3730,Scootney Springs Elementary,165,0.58%,0.00%,0.00%,0.00%,0.00%,0.60%,0.47%,0.40%,1.01%,0.65%,0.66%,K-5,Yes
3400,Richland,3732,Sacajawea Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
6037,Vancouver,3733,Dwight D Eisenhower Elementary,161,1.41%,1.45%,0.56%,5.59%,4.10%,1.74%,1.21%,1.59%,1.69%,2.34%,2.41%,K-5,Yes
6037,Vancouver,3734,Martin Luther King Elementary,161,1.27%,0.31%,0.21%,1.83%,1.00%,1.33%,1.19%,1.30%,0.92%,1.04%,1.44%,K-5,Yes
6037,Vancouver,3735,Harry S Truman Elementary School,161,2.90%,2.80%,1.16%,7.99%,4.80%,3.31%,2.47%,2.53%,4.38%,3.32%,3.85%,K-5,Yes
6114,Evergreen (Clark),3736,Burton Elementary School,163,0.30%,0.00%,0.37%,0.41%,0.12%,0.50%,0.18%,0.51%,0.42%,0.44%,0.46%,K-5,Yes
5402,Quillayute Valley,3737,Forks Elementary School,167,1.41%,1.75%,0.00%,0.00%,0.00%,1.47%,1.16%,1.83%,1.68%,0.87%,1.77%,PK-3,Yes
17210,Federal Way,3738,Lake Dolloff Elementary School,159,0.35%,0.00%,0.01%,0.53%,0.39%,0.44%,0.42%,0.30%,0.61%,0.43%,0.45%,PK-5,Yes
17216,Enumclaw,3739,Southwood Elementary School,164,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,PK-5,Yes
17403,Renton,3740,Talbot Hill Elementary School,164,0.12%,0.00%,0.00%,0.00%,0.32%,0.16%,0.10%,0.15%,0.39%,0.06%,0.24%,K-5,Yes
17405,Bellevue,3742,Cherry Crest Elementary School,161,0.43%,0.00%,0.56%,0.00%,1.86%,0.44%,0.19%,0.41%,0.38%,0.73%,0.62%,PK-5,Yes
17408,Auburn,3745,Evergreen Heights Elementary,161,0.36%,0.00%,0.27%,0.10%,0.43%,0.37%,0.43%,0.27%,0.51%,0.38%,0.37%,K-5,Yes
17411,Issaquah,3746,Apollo Elementary,166,0.25%,0.00%,0.08%,0.00%,0.25%,0.96%,0.22%,0.07%,0.56%,0.66%,0.97%,PK-5,Yes
17414,Lake Washington,3747,Sandburg Elementary,163,0.61%,0.00%,0.50%,0.00%,0.00%,1.16%,0.56%,0.68%,0.85%,1.12%,1.84%,PK-5,Yes
17414,Lake Washington,3748,Muir Elementary,163,0.88%,3.07%,0.51%,0.00%,0.92%,1.78%,0.58%,1.45%,1.38%,1.19%,1.59%,PK-5,Yes
17417,Northshore,3749,Woodin Elementary,162,0.25%,0.00%,0.18%,0.62%,0.69%,0.34%,0.17%,0.30%,0.56%,0.35%,0.50%,PK-6,Yes
27003,Puyallup,3750,Ballou Jr High,163,0.60%,0.12%,0.14%,1.33%,0.47%,0.67%,0.46%,1.54%,1.55%,0.64%,1.31%,9-Jun,Yes
27403,Bethel,3751,Spanaway Middle School,168,0.77%,2.35%,0.07%,1.38%,0.34%,0.55%,0.81%,1.30%,0.75%,0.58%,1.05%,8-Jun,Yes
31002,Everett,3752,Eisenhower Middle School,164,0.66%,0.15%,0.18%,0.73%,0.26%,1.22%,0.50%,1.50%,1.46%,0.49%,1.16%,8-Jun,Yes
31004,Lake Stevens,3753,Sunnycrest Elementary School,166,0.32%,0.00%,0.10%,0.00%,0.20%,0.59%,0.30%,0.24%,0.46%,0.24%,0.59%,PK-5,Yes
31015,Edmonds,3754,College Place Middle School,162,0.92%,0.00%,0.52%,1.44%,1.27%,1.05%,0.85%,0.79%,1.17%,1.67%,1.60%,8-Jul,Yes
32081,Spokane,3758,Garry Middle School,168,2.17%,1.03%,0.31%,2.02%,1.57%,2.78%,2.04%,2.84%,3.73%,1.77%,2.51%,8-Jul,Yes
32354,Mead,3759,Farwell Elementary School,170,0.08%,0.00%,0.00%,0.00%,0.00%,0.30%,0.08%,0.02%,0.07%,0.00%,0.21%,K-6,Yes
32360,Cheney,3761,Salnave Elementary,167,0.40%,0.40%,0.00%,0.00%,1.10%,0.17%,0.43%,0.22%,0.59%,0.27%,0.60%,K-5,Yes
37502,Ferndale,3762,Vista Middle School,158,1.32%,3.86%,0.54%,0.32%,2.85%,1.47%,1.07%,0.53%,1.63%,1.79%,2.10%,8-Jun,Yes
27400,Clover Park,3763,Oakbrook Elementary School,170,0.16%,0.00%,0.40%,0.07%,0.19%,0.20%,0.09%,0.19%,0.28%,0.75%,0.23%,PK-5,Yes
17415,Kent,3764,Meeker Middle School,161,1.97%,0.00%,0.71%,2.91%,3.44%,3.16%,1.43%,1.59%,3.52%,2.28%,2.84%,8-Jul,Yes
17001,Seattle,3774,Aki Kurose Middle School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8-Jun,No
13161,Moses Lake,3779,North Elementary,163,0.72%,0.00%,0.00%,0.00%,3.68%,0.85%,0.30%,1.43%,1.10%,0.85%,0.77%,K-5,Yes
6114,Evergreen (Clark),3785,Cascade Middle School,163,1.48%,0.31%,0.50%,1.59%,3.07%,1.99%,1.28%,1.20%,1.61%,1.86%,2.01%,8-Jun,Yes
6122,Ridgefield,3786,Union Ridge Elementary,176,0.11%,0.00%,0.00%,0.00%,0.00%,0.21%,0.10%,0.03%,0.21%,0.16%,0.22%,K-6,Yes
14064,North Beach,3787,Ocean Shores Elementary,168,0.04%,0.00%,0.00%,0.00%,0.15%,0.00%,0.05%,0.00%,0.02%,0.00%,0.05%,K-6,Yes
14064,North Beach,3788,North Beach Junior High School,168,0.14%,0.10%,0.00%,0.00%,0.00%,0.07%,0.18%,0.00%,0.50%,0.00%,0.19%,8-Jul,Yes
17405,Bellevue,3789,Somerset Elementary School,161,0.65%,0.00%,0.65%,0.00%,0.31%,0.85%,0.62%,0.63%,1.04%,1.27%,1.15%,K-5,Yes
17417,Northshore,3790,Leota Middle School,162,0.33%,0.00%,0.03%,0.00%,0.48%,0.26%,0.47%,0.06%,1.68%,0.25%,1.46%,9-Jul,Yes
18401,Central Kitsap,3791,Fairview Middle School,167,0.07%,0.00%,0.00%,0.20%,0.03%,0.06%,0.09%,0.05%,0.10%,0.05%,0.08%,8-Jun,Yes
27083,University Place,3792,Chambers Elementary,165,0.09%,0.00%,0.03%,0.26%,0.19%,0.13%,0.05%,0.13%,0.22%,0.11%,0.13%,K-4,Yes
32358,Freeman,3794,Freeman Elementary School,171,0.25%,0.58%,0.19%,0.00%,0.00%,0.19%,0.25%,0.25%,0.42%,0.29%,0.56%,PK-5,Yes
34402,Tenino,3795,Tenino Middle School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8-Jun,No
37503,Blaine,3796,Blaine Middle School,161,0.22%,1.31%,0.00%,0.00%,0.67%,0.23%,0.18%,0.35%,0.58%,0.00%,0.38%,8-Jun,Yes
27417,Fife,3798,Surprise Lake Middle School,166,0.60%,0.20%,0.06%,1.07%,0.50%,1.45%,0.34%,0.40%,1.43%,0.39%,1.29%,7-Jun,Yes
34974,Office of the Governor (Sch for Blind),3799,Washington State School for the Blind,170,1.47%,0.00%,3.82%,0.00%,0.00%,1.18%,1.18%,0.00%,1.47%,3.82%,1.93%,13-Jun,Yes
30303,Stevenson-Carson,3800,Wind River Middle School,159,2.07%,2.94%,0.00%,0.00%,6.50%,2.71%,1.83%,0.63%,2.28%,1.57%,3.56%,8-Jul,Yes
34401,Rochester,3801,Grand Mound Elementary,171,0.32%,0.86%,0.15%,0.00%,3.51%,0.31%,0.25%,0.61%,0.40%,0.38%,0.46%,5-Mar,Yes
17001,Seattle,3803,Dearborn Park International School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
28137,Orcas Island,3808,Waldron Island School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8-Jan,No
17417,Northshore,3811,Secondary Academy for Success,162,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12-Jul,Yes
39007,Yakima,3817,Martin Luther King Jr Elementary,168,2.74%,6.55%,0.00%,0.00%,4.37%,2.59%,3.59%,7.34%,4.50%,2.43%,2.98%,K-5,Yes
31015,Edmonds,3818,Maplewood Center,162,0.07%,0.00%,0.00%,0.00%,0.00%,0.12%,0.07%,0.00%,0.07%,0.00%,0.08%,K-12,Yes
32081,Spokane,3819,Excelsior Youth Center School,168,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12-Jul,Yes
29320,Mount Vernon,3821,La Venture Middle School,168,2.62%,0.89%,0.69%,0.60%,5.70%,3.09%,1.54%,1.79%,2.66%,2.22%,3.14%,8-Jun,Yes
6114,Evergreen (Clark),3822,Crestline Elementary School,163,0.86%,3.68%,0.61%,0.58%,0.99%,0.79%,0.89%,1.10%,1.10%,0.89%,1.08%,PK-5,Yes
6114,Evergreen (Clark),3823,Silver Star Elementary School,163,0.01%,0.00%,0.00%,0.00%,0.00%,0.01%,0.01%,0.00%,0.01%,0.02%,0.01%,K-5,Yes
17408,Auburn,3825,Alpac Elementary School,161,0.17%,0.00%,0.00%,1.29%,0.23%,0.11%,0.20%,0.11%,0.16%,0.01%,0.29%,PK-5,Yes
27001,Steilacoom Hist.,3827,Saltars Point Elementary,168,0.53%,0.60%,0.29%,0.79%,0.83%,0.69%,0.42%,0.66%,0.77%,0.40%,1.16%,5-Apr,Yes
29320,Mount Vernon,3829,Mount Vernon Special Ed,180,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-12,Yes
33115,Colville,3831,Colville Junior High School,170,1.29%,1.40%,0.00%,0.00%,0.00%,2.56%,1.20%,2.32%,1.32%,1.18%,2.00%,8-Jun,Yes
34002,Yelm,3848,Southworth Elementary,165,0.48%,1.71%,0.00%,0.00%,0.00%,1.45%,0.22%,0.09%,1.89%,1.12%,0.86%,K-6,Yes
32354,Mead,3851,Northwood Middle School,170,1.30%,1.96%,2.21%,0.59%,0.96%,1.35%,1.26%,1.52%,2.43%,1.06%,2.14%,8-Jul,Yes
